"oh ok, thank you",conversational-ok
"Oh ok, great!  Thank you",conversational-ok
Okay. Thanks so much.,conversational-ok
"Okay, awesome. Thank you",conversational-ok
"OK, thanks",conversational-ok
"Okay, thanks a lot.",conversational-ok
Okay. Thank you.,conversational-ok
"Oh, Okay. thanks you.",conversational-ok
okay thanks.,conversational-ok
Ok  thank you,conversational-ok
"Ok great, thanks a lot.",conversational-ok
Ok well thank you,conversational-ok
"Okay great, thanks!",conversational-ok
Alright. thank you,conversational-ok
Ok thank you anyways,conversational-ok
Ok great. Thank you,conversational-ok
Hi. My name is Joyce Wu.  My Account ID is AXAAQRAHZG.,background-define_name
Hi.  My name is Joseph Banter.  My account ID is QMNFFJKHWZ.,background-define_name
"Hey, my name is David Williams",background-define_name
"Hi, my name's David Williams",background-define_name
Hi! I'm David Williams.,background-define_name
"Hi, my name's David Williams, a gold member there",background-define_name
Hello my name isDavid Williams,background-define_name
My name is Alessandro PHoenix,background-define_name
"Hi, my name is Joyce Wu",background-define_name
"Hi, my name is David Williams, Gold member",background-define_name
My name is Joyce Wu.,background-define_name
Im David Williams,background-define_name
David Williams here,background-define_name
"Hi, my name's Joseph Banter",background-define_name
"Hi, my name is Alessandro",background-define_name
Hi there my name is Joyce Wu,background-define_name
Hello! My name is Alessandro Phoenix,background-define_name
Hello my name is David Williams,background-define_name
"Hello, my name is Joyce Wu",background-define_name
"Hi, My name is David Williams",background-define_name
Hello. I'm trying to check on the status of my order,shipping_issues-status_order
Hi. I need to check the status of my order/,shipping_issues-status_order
I need to check my order status,shipping_issues-status_order
"Hi, I'd like to check the status of my order",shipping_issues-status_order
I need to check an order status,shipping_issues-status_order
"Hi, I need to check the status of an order I made",shipping_issues-status_order
"Hi, I need to check the status of my order please",shipping_issues-status_order
"Hi, i would like to check the status of my order",shipping_issues-status_order
"hi, i am trying to check on the status of my order",shipping_issues-status_order
"Hi, I'm trying to check on the status of my order.",shipping_issues-status_order
"Hi, I need to scheck the status of my order please.",shipping_issues-status_order
Hi I'm trying to check on my order's status.,shipping_issues-status_order
Hello. I need to check on the status of my order please,shipping_issues-status_order
I need to check the status of an order,shipping_issues-status_order
"Hi, I wanted to check on the status of my order",shipping_issues-status_order
I need to check the status of my order please,shipping_issues-status_order
